tweets,status
" @GoberChimborazo: #Chimborazo | Infografia emergencia sanitaria por COVID-19 en la provincia, con corte 11:30 del lunes 25 de mayo de 20,""""",negativo
"Fiscalía de Ecuador crea una ""fuerza de tarea"" para investigar los escándalos de corrupción durante la emergencia sanitaria https://t.co/jMW1GteIgL",positivo
"Clamor indigena por el brutal impacto del virus en la cuenca amazonica  via @eltiempo,""""",negativo 
Fiscalía Ecuador investiga unos 45 casos de posible corrupción vinculados a pandemia coronavirus https://t.co/Rn2QKd8Suc,negativo
"#ACTUALIZACIÓN | #CoronavirusEc  Estos son los datos por cantones y parroquias de #Cotopaxi, #Latacunga, hasta el m… https://t.co/g9qkjaw0Ie",negativo
"Ecuador, cerca de los 40 mil casos confirmados de coronavirus - https://t.co/WXLwNrxHxi https://t.co/bpJW5r1fAT",negativo
"Se realizó Videoaudiencia de Acción de Protección en la Unidad Judicial de Familia, Mujer, Niñez y Adolescencia de Esmeraldas. 
Los involucrados en la audiencia usan medidas de bioseguridad para evitar el contagio de #COVID19. https://t.co/5RKjigbmGZ",positivo
"Segun el informe de la Coordinacion de Salud, en la Zona 6 existen 1 283 casos positivos de COVID-19, Azuay tiene 8 ,""""",negativo
" @MunicipioQuito: Acata las disposiciones con responsabilidad, #QuedateEnCasa, si no lo haces estas exponiendote a ti y a los demas a un,""""",positivo 
"#BALANCE 🔴| En #Ecuador hasta la mañana de este lunes, se han confirmado 39.994 casos positivos de COVID-19. El número de fallecidos subió a 3.394. Las provincias con más muertes registradas: Guayas, Manabí, Pichincha y Santa Elena.
- 
📲 El artículo: https://t.co/sCxILQ0KbG https://t.co/GKZOnE2Elo",negativo
#Quito. Hay 41 cadáveres encontrados en vías y domicilios…,negativo
"Después de una semana de no presentar síntomas de #COVID19, Andrea Antonia García Jiménez, fue dada de alta de su aislamiento en el Centro Covid en #Hermosillo,",positivo 
"¡En este momento! #Webinar: ""Seguridad Alimentaria y Nutricional: impacto del #Covid19""  @OVCorderoAhiman y Mercy… https://t.co/uXTvOTRRf5",positivo 
"#taconaco #comidamexicana #texmex #riobamba #TACONACO #COMIDAMEXICANA @paseoshoppingec #burrito #beacon #Covid_19 
#COVID19 #CoronavirusEnEcuador #junio #reapertura pedidos a domicilio 0998300085 🌮 https://t.co/9qAhIAbJds",positivo
"En tiempos de coronavirus, Ecuador es noticia por la corrupción  https://t.co/MLZf2kHbnH a través de @el_pais",negativo
"En América, México Colombia, Ecuador, Chile o la República Dominicana son algunos de los países citados, además de la mayor parte de los estados de Estados Unidos. https://t.co/q6079SzEg4",negativo
"#Chimborazo | Infografia emergencia sanitaria por COVID-19 en la provincia, con corte 13:40 del martes 26 de mayo d ,""""",negativo
29.509 contagios y 2.145 fallecidos a causa de coronavirus en Ecuador https://t.co/8Ws2Sez9ug vía @YouTube,negativo
" Este 29 de mayo, la Coordinacion Zonal 6 de Salud registra 1283 casos positivos de Covid-19, en las 3 provincias ,""""",negativo
"El alcalde Agustín Casanova asegura que las camas de terapia intensiva de los hospitales de #Portoviejo están ocupadas en un 
100 por ciento &gt;&gt;&gt;https://t.co/8zWxcJCGmq https://t.co/wSV9MZuYV2",negativo
"Intensificamos los operativos de control durante el #ToqueDeQueda, para contrarrestar la propagacion del coronaviru ,""""",positivo 
"RT @elcomerciocom: #ATENCIÓN | ¿Transmisión del #covid19 disminuye en Guayas, epicentro de la pandemia en #Ecuador? ¿Qué pasa con Pichincha…",negativo
"Cumple con las recomendaciones como  el #LavadoDeManos, distanciamiento social y uso de mascarilla. #AEcuadorLoSacamosTodos https://t.co/yTndINC6Pd",positivo
¡Juntos seguimos trabajando para hacer frente a la emergencia sanitaria por #COVID19! 💪 https://t.co/4sxIiVKhQ0,positivo
"Coronavirus: Requisitos para extranjeros que viajen por países de América Latina y Estados Unidos   https://t.co/SqBR5CmUW9  #planespotting #Guayaquil 
#Ecuador #Colombia #Perú #Chile #Argentina #Brasil #Venezuela #Panamá #Bolivia #Mexico #España #usa #coronavirus https://t.co/Zyu0iz3FIk",positivo
"El futbolista ecuatoriano Juan Cazares fue multado por hacer una fiesta durante la cuarentena del #Covid19. Además, la Policía de 
Brasil abrió una investigación en su contra &gt;&gt;https://t.co/fkhxTAWRI3 https://t.co/W6GujITNBC",negativo
" @tomebamba: Este 25 de mayo, la Coordinacion Zonal 6 de Salud registra 1207 casos positivos de #Covid_19, en las tres provincias de su,""""",negativo
"#ENVIVO | Ecuador registra 42,106 casos de #Covid19. ➡️ https://t.co/x3Pt9BUCao https://t.co/iT5cRbVFb2",negativo
Coronavirus: #Quito está con hospitales saturados y se alista para ir a un amarillo diferenciado ► https://t.co/GWp5CXj9O2 https://t.co/oIHcqcQqrm,negativo
"#QUITO | Los centros comerciales reabrieron sus puertas este miércoles 3 de junio del 2020 con el semáforo amarillo en la capital de Ecuador. Se siguen protocolos por el #covid19

Video: @patoteran_photo https://t.co/W4fk5VZ3sC",positivo
"🔴#ACTUALIZACIÓN l Estas son las cifras en torno al #coronavirus en #Ecuador  🛑 41575 casos confirmados 🛑 3534 fallecidos por #covid-19 
🛑 2356 fallecidos por probable #coronavirus ✅  4100 recuperados  ✅ 4727 con alta hospitalaria ✅ 11741 con alta epidemiológica https://t.co/IYJgzCAhuJ",negativo
"CASOS DE CORONAVIRUS , LA VERDAD YA ME CANSARON ESTAS LACRAS CIEGOS  HDP , NO VEN LO QUE PASA EN PERU , ECUADOR , CHILE , BRASIL MILES DE MUERTOS 
POR DIA Y ESTE FORRO PREOCUPADO POR LA CAIDA INDUSTRIAL , TERRIBLE HDP ESTE NAVO PAGO POR ALGUN MALPARIDO HDP ,  YO ME INCLINO MAGNETO 
https://t.co/VLL93vDJDj",negativo
RT @CancilleriaVE: Min. Para el Turismo y Comercio Exterior @PLASENCIAFELIX se reunio con el Emb. de la Republica Argelina Democratica y Po…,positivo 
"🔴| CIFRAS: ¡#Ecuador registra 41.575 casos de COVID-19! - El Ministerio de Salud entregó la cifra actualizada de personas contagiadas de #Coronavirus en el país 💉. 
Se detalló además que se han realizado 120.845 pruebas. - 📲El artículo completo en:  https://t.co/k6cKuBuON4 https://t.co/RlrEZeYmjG",negativo
"Daniel_RiosVE: Ecuador en tiempos de #coronavirus: El presidente  Lenin decide generar más gasto  y agrandar el estado ""creando un Consejo asesor"" para asesorar al ministro de economía. Si el puesto le quedó grande. ¿Por qué no lo despide? https://t.co/hujGXnJ7Wi #GacetaCarabob…",negativo
"Nuestro sondeo de percepción política de mayo, marca un 44% de aceptación al prefecto de #Imbabura @PabloJuradoMor1 en la gestión para combatir el #Covid19. 
#TomandoElPulsoAlEcuador https://t.co/KiaS1xhvZS",positivo
🔴 | ATENCIÓN: Hay 3.534 víctimas mortales por Covid-19 en Ecuador. - Detalles aquí: ⬇ https://t.co/ZlwBs3n0wF,negativo
"El 'Mosquito Tigre' provoca alerta mundial por transmisión de virus | MARCA Claro México https://t.co/Fc375uFdy4 #Israel #Ecuador #Guayaquil #Quito 
#Gye #Ambato #CoronavirusEc #Coronavirus #EEUU #Argentina #Chile #Colombia",negativo
"#1Jun #Coronavirus #Ecuador 
El aeropuerto de la capital ecuatoriana 🇪🇨, Quito, reabrió este lunes sus operaciones comerciales, que estuvieron suspendidas durante 75 días, en el marco de la emergencia sanitaria declarada por la pandemia del coronavirus.",positivo
"🔴#ACTUALIZACIÓN l Estas son las cifras en torno al #coronavirus en #Ecuador 

🛑 39994 confirmados
🛑 3394 fallecidos #Covid_19 
🛑 2135 fallecidos probable #coronavirus
✅  3960 recuperados 
✅ 4583 alta hospitalaria
✅ 11280 alta epidemiológica 

Vía https://t.co/slL1PLRE7b https://t.co/ibtLifdUKH",negativo 
"En el #Socialismo una vida digna, e incluso la propia supervivencia, dependen de tu cuenta bancaria... 
como lo ESTAMOS VIVIENDO en #Ecuador 
porque la realidad es que:
Sin billete te mueres de #COVID19ec 
 #COVID19 https://t.co/TcfiBE1A6V",negativo
#ATENCIÓN | #Ecuador alcanzó los 5.529 fallecidos y los 39.994 positivos según el reporte de hoy ➡️ https://t.co/MCtiCg6OQk https://t.co/c4JUoFBzUd,negativo
" @ECUADORCHEQUEA: #NoComasCuento @ECU911_ confirmo que estas imagenes no son actuales, no corresponden a mayo En las semanas recientes n,""""
",negativo 
"RT @CongresoSAN2020: #Webinar: ""Seguridad Alimentaria y Nutricional: impacto del #Covid19""",positivo 
"Coronavirus en América: últimas noticias, en vivo | Ecuador se acerca a los 40.000 casos de la covid-19 mientras su capital relaja las restricciones    https://t.co/3nBiWEkD3S vía @el_pais",negativo
"En la provincia de #Cuenca 261 personas abandonaron la lista del paro (-1,83), registrando 13.983 demandantes de empleo @empleogob #Coronavirus #Covid19 https://t.co/UpuPmFbUut",negativo
"RT @SandoyaC: #LOJA. En #Celica los casos de coronavirus siguen aumentando, al igual que el número de personas que forman parte del cerco e…",negativo
"El futbolista ecuatoriano Juan Cazares fue multado por hacer una fiesta durante la cuarentena del #Covid19. Además, la Policía de Brasil abrió una 
investigación en su contra &gt;&gt;https://t.co/iRKHCHmV9Q https://t.co/DUENWaFYLt",negativo
"En Perú han muerto de COVID-19 al menos 20 periodistas que estaban cubriendo el tema. 12 en Guayaquil, Ecuador. 8 en Brasil. 1 en Nicaragua. 
En total en el mundo: unos 117 en 31 países, según @PECpressemblem https://t.co/VJQRKgsKjD",negativo
#Ecuador reanuda vuelos en aeropuertos y reduce el toque de queda https://t.co/4zC2QON3q5 https://t.co/jT0xhi4KXH,positivo
" @GobiernodManabi: En El Cady de Colon del canton #Portoviejo dos brigadas moviles de salud del
 #GobiernoDeManabi realizaron visitas domi,""""",positivo 
"@LoloCienCanas: Allanan el Municipio de Quito por presunto sobreprecio en pruebas Covid 19 Y CUANDO A LA PREFECTURA DEL GUAYAS O los s,""""
",negativo 
Ecuador suma 1.140 contagios de Covid-19 en 48 horas https://t.co/CHnMyTv87e,negativo
"En la Amazonia, hay cinco cantones en los que la curva no se aplana. Estan ubicados en las provincias de Napo, Orel… https://t.co/K2iAvGqBhv",negativo
" @LaReinaDeNarnia: @lahistoriaec @CLMoralesB El prefecto del Guayas, tras que es vago es pillo Demoro en brindar ayuda a Guayaquil cuand,""""
",negativo 
"Camelia ha muerto este domingo en un hospital de Murcia sin poder decirle adiós a su padre, que estaba en Ecuador, su
 país natal, por la pandemia de coronavirus https://t.co/tkBjPWAI5l",negativo
" @lgaslonde: Se requiere localizar con urgencia a sus familiares en Venezuela Se trata del Doctor Rommel Casanova, venezolano, Medico Pe,""""",negativo
"▪ CANTIDAD de pruebas realizadas por Coronavirus en América del Sur.  🇵🇪 Perú: 1 135 831 🇻🇪 Venezuela: 995 522 🇧🇷 Brasil: 986 365 🇨🇱 Chile: 646 458 🇨🇴 Colombia: 374 592
 🇦🇷 Argentina: 178 448 🇪🇨 Ecuador: 119 375 🇺🇾 Uruguay: 46 512 🇵🇾 Paraguay: 34 240 🇧🇴 Bolivia: 28 239 #COVID19",negativo
" @FFAAECUADOR: #Guayas| El Comando Logistico N° 74 Huancavilca, en apoyo al Municipio de Guayaquil, instalo dos carpas climatizadas en l,""""
",positivo 
"Guayas: Muertes registradas por TODAS LAS CAUSAS en el Registro Civil (ACUMULADO MAYO 2020)  #coronavirus ,""""",positivo 
"Las últimas noticias sobre #COVID19

▪#Ecuador 🇪🇨 reanuda vuelos de pasajeros y reduce toque de queda

▪#AntiguayBarbuda 🇦🇬 es el primer país del #CARICOM en reabrir su aeropuerto

▪La vigilancia epidemiológica es la piedra angular de #CostaRica 🇨🇷 según @CCSSdeCostaRica (ama)",positivo
"#ACTUALIZACIÓN | #CoronavirusEc
02.06.2020 / 14H00

Hasta el momento se presentan 512 casos de #COVID19 en distintos cantones de #Cotopaxi.

-246 casos #Latacunga
-71 casos #Pujilí
-46 casos #Saquisilí
-58 casos #LaManá
-74 casos #Salcedo
-10 casos #Sigchos
-7 casos #Pangua https://t.co/dQv0WgSjVg",negativo
"El ministro de Salud de #Ecuador, Juan Carlos Zevallos, habló sobre la nueva fase en la lucha contra el #coronavirus en #Quito,  la crisis sanitaria y el requisito de pruebas a todos los viajeros que ingresen al país.

Por: Lourdes Romero
‣ https://t.co/ZMKYTwxytI https://t.co/SHWdG3B3an",positivo
" @lgaslonde: Se requiere localizar con urgencia a sus familiares en Venezuela Se trata del Doctor Rommel Casanova, venezolano, Medico Pe,""""",negativo
#Urgente: El COE Nacional informa (355) casos confirmados de #Coronavirus en la provincia de #Loja.,negativo
#covid_19 #coronavirus #cuarentena #Guayaquil #emprendimiento #emprendedoresonline https://t.co/dFv9Xy8QG9,positivo 
"👩‍⚕️ La enfermera se quitó la vida al enterarse que ella y cuatro compañeras más se habían contagiado de #coronavirus #COVID19.

https://t.co/gjsm3bRMV9",negativo
"#ATENCIÓN | El 1 de julio se reiniciarían las actividades turísticas en #Galápagos. Vicepresidente de la República declara a Santa Cruz y San Cristóbal 
como los dos primeros cantones libres de #Covid_19 del Ecuador ➡️ https://t.co/j6mFhqR0pV https://t.co/W90hicjpup",positivo 
"El ministro de Salud de #Ecuador, Juan Carlos Zevallos, habló sobre la nueva fase en la lucha contra el #coronavirus en #Quito,  la crisis sanitaria y el requisito de pruebas a todos los viajeros que ingresen al país.

Por: Lourdes Romero
‣ https://t.co/ZMKYTwxytI https://t.co/SHWdG3B3an",positivo
"🔴512 casos de #Covid19 en #Cotopaxi, incrementa un fallecido de la ciudad de #Latacunga, total (61). https://t.co/3YGBNGFrdf",negativo
"🔴| En #Ecuador hasta la mañana de este martes, se han confirmado 40.414 casos positivos de COVID-19. El número de fallecidos subió a 3.438. Las provincias con más muertes registradas: Guayas, Manabí, Pichincha y Santa Elena.
- 
📲 El artículo completo en: https://t.co/vsaXcFHOuT https://t.co/cv4snveatU",negativo
" @UdeGuayaquil: Reglamento emergente para el retorno progresivo de actividades laborales en planta central de la Universidad de Guayaquil,""""
",positivo 
"#Guayaquil | En la Alborada, los vecinos denuncian que han aumentado los robos; la policía confirma el problema, pero asegura que 
continuarán con los operativos. https://t.co/BsPSw38pNO",negativo
"⚠️☣ Municipio de #Guayaquil dona 90 pruebas rápidas de #COVID19 al Consejo de la Judicatura del Guayas.

#75AñosEnNoticias https://t.co/tMN1VUp6dk",positivo
▶ 💚 El presidente @JuanMa_Moreno ha firmado un Protocolo de colaboración para los próximos cuatro años con #Ecuador 🇪🇨 que prevé la cesión a este país sudamericano respiradores #AndalucíaRespira para combatir el #COVIDー19. ➡ https://t.co/lI4KAEMA8H ✅ https://t.co/lY3DdcFvfi,positivo
"Pocas autoridades sanitarias miden el impacto de la pandemia en el personal de salud. ¿Cuántos médicos se han contagiado de #COVID19 en América Latina? 

🔴México: 4102
🔴Ecuador: 1548
🔴Perú: 1300
🔴Colombia: 165
🔴Bolivia: 120
🔴Venezuela: 9

➡️https://t.co/zZuxsnPTSW https://t.co/klTb4erdry",negativo
"#Quito
En las diferentes estaciones y andenes de pasajeros de la capital, los usuarios de transporte público hacen filas conforme a las señaléticas que marcan distancias de seguridad. 
Más detalles: 
https://t.co/isNDDZyzuv
#EmergenciaSanitaria #Covid19 #TransportePúblico https://t.co/YtEGuefZqn",positivo
"#CIENCIA Compartimos el boletín 4 del Observatorio de la Práctica Sanitaria de la Universidad Central del Ecuador con el tema 
#Coronavirus Revísalo en el link: https://t.co/zX2oOMtBZk https://t.co/XmQihm4ssQ",positivo
"#BALANCE 🔴| En #Ecuador hasta la mañana de este viernes , se han confirmado 38.571 casos positivos de COVID-19. 
El número de fallecidos subió a 3334 Las provincias con más muertes registradas: Guayas, Manabí, Pichincha y Santa Elena.",negativo
"mientras en Ecuador, mi país: No se realmente cual es la peor plaga... si el coronavirus o la corrupción. - x.",negativo
" @Lenin: ¡Redoblamos esfuerzos para enfrentar la #EmergenciaSanitaria! En alianza publico - privada iniciamos el proceso de fumigacion de,""""",positivo 
" @Lenin la clave para ganarle al Coronavirus es la prevención Y el cuidado que cada uno debemos de tener. Vamos Ecuador si se puede lograr que el 
País se reactive completamente",positivo
"Daule pasa a semaforo en verde con el 50% de la poblacion inmunizada segun su Alcalde ,""""",negativo
"Delfin regresara a los entrenamientos el 8 de junio, 2 dias antes, toda la plantilla 
sera sometida a pruebas rapida ,""""",positivo 
"#NosCuidamosTodos | Nos enfrentamos a la nueva normalidad, aquella en la que debemos mantener la distancia de seguridad para evitar rebrotes por #COVID19.",positivo
Todos los detalles sobre la polémica alrededor de exmaternidad Enrique Sotomayor de #Guayaquil: https://t.co/2QVXSvmU1p,negativo
"#ACTUALIZACIÓN | #CoronavirusEc

Estos son los datos por cantones y parroquias de #Cotopaxi, #Latacunga, hasta el momento es el cantón con más casos #confirmados de #Covid19. https://t.co/zf3b28H2jo",negativo
"Ecuador reporta cerca de 40 mil infectados por coronavirus y 5 mil 529 fallecidos

Te contamos:
https://t.co/aIynZk5Y4l",negativo
" @EcuadorTV: #VIDEO | La estabilizacion fiscal y un manejo adecuado de la emergencia sanitaria seran las prioridades en el ultimo año de,""""",positivo 
"Para combatir el coronavirus se prueban varias terapias. ¿Con qué medicinas se trata en hospitales de Ecuador a los pacientes 
#covid19? ¿Se usa ivermectina? » https://t.co/qxThdQIesr https://t.co/TPd8SWJQ0r",positivo
"#VERACRUZ | De acuerdo con medios locales, la enfermera se quitó la vida el pasado 31 de mayo en su domicilio ubicado en la colonia Haciendita.

https://t.co/AQZNxS2gJw",negativo
"#ATENCIÓN | Pichincha es la segunda provincia que más casos de coronavirus concentra en Ecuador. ¿Qué pasa con los contagios y muertes por #covid19 en los últimos días? 
» https://t.co/Znk7xnnQUK https://t.co/cfQDjrQkma",negativo
"Se contabilizan 504 indígenas muertos y 2.278 contagiados de #COVID19 en la PanAmazonía (Bolivia, Brasil, Colombia, Ecuador, Guyana, Guyana Francesa, Perú, Surinam y Venezuela).
Vía @EfectoCocuyo
https://t.co/Bi2huyPM6h",negativo
"*#NotaInformativa* *#02Jun.* Detonan artefacto en canal de televisión en Guayaquil, foco del coronavirus en Ecuador Link: https://t.co/M1tgDj56WI *#CódigoRojoNoticias*",negativo
"@DrJuanCZevallos @ottosonnenh @normanwray Ministro no se deje sorprender! Si bien lo actual es el COVID19 en #galapagos somos la 
provincia más vulnerable en salud pública del Ecuador. El desafío es fortalecer los servicios de salud para sus habitantes y turistas para todo, 
no solo para lo que esta de moda 🤷🏻‍♂️ https://t.co/9zZddFg1k7",positivo 
" @blythe_club: La Seguridad Social admite un ahorro de 9800 millones de euros en 
pensiones solo en marzo debido a la desaparicion de,""""",positivo 
"RT @EjercitoTierra: ¡Felicidades hoy Día de las #FAS #DIFAS2020 ! Reconocimiento especial a todos los 
que han luchando contra #COVID19 y co…",positivo 
"#Urgente Ascienden a 396 las personas que han dado positivo al #Covid_19 en la provincia de Chimborazo, en ,""""",negativo
🇪🇨ECUADOR🇪🇨  😷Casos: 40.966 ☠️Mortes: 3.486 🍀Curados: 20.019  ‼️Mortalidade: 8.5% 🧪Testes feitos: 119.375 #Coronavírus,negativo
"🔴#FacebookLIVE: https://t.co/cJCoaaqBST https://t.co/Lb0zMbCmJm_x000D_
RT @goberazuay: ¡Azuay fortalece su sistema de salud!",positivo 
"Liga de Quito confirmó un caso positivo de #Covid_19. ¿De quién se trata?

https://t.co/dEedbJEW70",negativo
El #RapAnalítico regresa con #RenanMacias en momentos de crisis #Covid_19 ,negativo
"Ataúdes de cartón para cuerpos desechables: ""Ramona acaba de morir luchando contra esta pandemia, después de que las villas de Buenos Aires hayan pasado 12 días sin agua potable en pleno pico de coronavirus"" ""Han pasado casi 70 años, pero la imagen que… https://t.co/zlGekVo7JA https://t.co/9d4vPSrp02",negativo
"Despues de las manifestaciones realizadas hoy en Quito, dudo mucho que sean suficientes las acciones que tomo ,""""",negativo
" @ExpatriadoUS: Entre los tres pelafustanes q han MALVERSADO los fondos publicos d 
#ecuatorianos en plena pandemia d #CoronaVirusEc cual,""""",negativo 
"Personal de nuestra institucion, que se encuentra en primera linea en esta emergencia sanitaria, realizo la desinfe… https://t.co/Hbf7MCfhsH",positivo 
"#Zulia | Desde el viernes #29may, caciques, líderes y autoridades locales instalaron un punto de control en la entrada de la cuenca Tukuko, donde realizan desinfección, para prevenir contagios por coronavirus. Te contamos más #1jun https://t.co/0AHcjlUipG",positivo
"Ecuador: cerca de 40,000 infectados por coronavirus y 5,529 fallecidos https://t.co/YSzND1jwL3",negativo
El alcalde Agustín Casanova considera que #Portoviejo no debe pasar al semáforo amarillo. El COE ca…,positivo 
"#CoronavirusOutbreak  new confirmed case  #WHO  6/1 1situation_report  Brazil 33274 Chile 4830 Peru  7386 Ecuador 527 Colombia 1548 Bolivia 861
 Argentina 1512 Hicti 281  #COVIDー19 https://t.co/ji9UVFDUyN",negativo
"#Loja | Caso mascarillas en el Municipio de Loja.

Nos ha permitido indagar, obteniendo documentos y evidencia relacionados con los contratos de mascarillas con presunto sobreprecio e irregularidades en la compra  #EmergenciaSanitaria #COVID19

#LDMnoticias #LodelmomentolojaLDM https://t.co/VRf9ELz9W2",negativo
"#ElToqueDeDiana En #Ecuador el total de casos confirmados por coronavirus se ubicó en 39.098, unas 3.358 muertes y 3.900 personas recuperadas #2Jun",negativo
"En las últimas 24 horas fallecieron 17 personas más, asociadas a la pandemia.
https://t.co/hW1StYWmoO",negativo
"A ver... que non hai que esforzar moito os miolos e as neuronas non dan maniotas... Se en España o 8-M ten a culpa do coronavirus, quen é o culpable en Italia, Francia, Reino Unido, Estados Unidos, Brasil, Ecuador, Alemaña, Portugal... Obvio, Irene Montero deu a volta ao Mundo 🤔",negativo
"#Ecuador | El @SENADI_Ecuador presento el Boletin de Patentes #Covid_19, con informacion sobre insumos medicos, far ,""""",neutro 
"🚨 Ecuador registra 1.140 nuevos casos de coronavirus y 263 fallecidos, tras dos días sin ofrecer balance",negativo
"#Ciencia | La tasa de mortalidad del coronavirus #Covid19 se duplica en pacientes con cáncer, revela un estudio &gt;&gt;&gt;https://t.co/YOJXrkpgnj https://t.co/ZU7ClnJts1",negativo
"🔴 #ATENCIÓN | #ECUADOR El ministro de Salud, Juan Carlos Zevallos, anunció que dos cantones de Galápagos están libres de coronavirus #Covid19. Aquí los detalles 
&gt;&gt;&gt;https://t.co/jql6CeaAQO https://t.co/DVMiHEPoWJ",positivo
"RT @ANT_ECUADOR: #ANTCotopaxi | En conjunto con @Salud_CZ3, @Riesgos_Ec, @gadlatacunga, @ECU911_ y @cruzrojaecuador apoyamos en la adecuaci…",positivo 
" @zonaldelicia: Acata las disposiciones con responsabilidad, #QuedateEnCasa, si no lo haces estas exponiendote a ti y a los demas a un po,""""",positivo 
#Atención | Según el último informe del COE Nacional son 527 los casos de #Covid19 en #Tungurahua. Corte: 2 de junio-08:00. #EmergenciaSanitaria https://t.co/RO5oblmURT,negativo
" @elpais_america:  Brasil es el pais con mas muertes diarias por la covid-19 en el mundo  
 Exigen ayuda humanitaria urgente para Vene,""""",negativo 
"Mi papá se quitó el bigote porque leyó en algún lado que era mejor para evitar contraer coronavirus y ahora me siento como los 
bebés de los videos que descubren que sus papás se quitaron la barba cada vez que lo veo.",positivo
"Daniel_RiosVE: Ecuador en tiempos de #coronavirus: El presidente  Lenin decide generar más gasto  y agrandar el estado ""creando un Consejo asesor"" para asesorar al ministro de economía. Si el puesto le quedó grande. ¿Por qué no lo despide? https://t.co/qAaohN4XWm #Carabobo",negativo
"Tras el gigante sudamericano, los países con mayor número de casos son Perú, Chile, México y Ecuador. https://t.co/NEiZCO02iL",negativo
"#Ecuador habilitó vuelos domésticos e internacionales, #Colombia ya vende tiquetes internacionales para septiembre; la situación tiende a normalizar. Viviremos en armonía con el #COVID19  

#LunesDeGanarSeguidores #SiguemeYTeSigo #QuedateEnCasa #coronavirus #pandemia",positivo
"VUELVE A CIRCULAR(AgenciAne) Vespertino Ultimas Noticias de Quito, vuelve a circular  como periódico impreso tras para de 70 días por coronavirus. Medios impresos  de Ecuador al borde de la https://t.co/UJhHyopKV3 circula La Hora y parcialmente El Universo, El Comercio, Expreso",negativo
"En la Amazonia, hay cinco cantones en los que la curva no se aplana. Estan ubicados en las provincias de Napo, Orel… https://t.co/K2iAvGqBhv",negativo
"Segun la Coordinacion de Salud, en la Zona 6 existen 1 207 casos positivos de COVID-19, Azuay tiene 799, Cañar 313 ,""""",negativo
#Pasto. Los levantamientos sociales de Estados Unidos y Ecuador sólo están retomando la tarea interrumpida por el coronavirus.,negativo
" @PortalCubaSi:  Si no nos mata el coronavirus, nos va a matar el Gobierno”, dijo Luis Mendieta, 
dirigente del sindicato de trabajado,""""",negativo 
" @Primicias: #ATENCIÓN | Los contagios en #Pichincha avanzan rapidamente: en un dia se confirmo el contagio de 52 personas En #Guayas so,""""",negativo
"Capacidad hospitalaria de Quito frente a coronavirus está cubierta, insiste el ministro Juan Carlos Zevallos.
https://t.co/BjgK1euQi4 https://t.co/WdroXpo3oX",positivo
"📌[PROTOCOLO PARA INGRESO A ECUADOR 🇪🇨 POR VIA AEREA] ✈️🌎 Por seguridad de todos y evitar un nuevo brote del coronavirus, se ha planteado un riguroso 
protocolo de ingreso al país. #TrabajamosPorEcuador  Todo la información completa ▶️https://t.co/yxrHb1iwHr https://t.co/DOCKrujbE0",positivo
"@santiagocastrot🔥🔥🔥🚨🙊🧨#ATENCIÓN | #Ecuador supera la barrera de los 40 mil contagios por #covid19, según el Gobierno. Informe de este 
2 de junio del 2020 sobre el coronavirus en el país en Ecuador-Guayaquil https://t.co/LW9S9qVohQ",negativo
"#Azuay: 825 positivos_x000D_
#Cu…_x000D_
#Covid19 → Estos son los casos confirmados en las provincias de la Coordinación Zonal 6 de Salud.",positivo 
" @pichinchauniver:  #Nacionales | Pichincha supera a Guayas en el numero de casos confirmados con 86 contagiados, mientras que la provin,""""",negativo
"Contagiados por la Covid-19 en América:   ⭕EE UU: 1.799.747 ⭕Brasil: 514.849 ⭕Perú: 164.476 ⭕Chile:105.158 ⭕Canadá: 93.028 ⭕México: 90.664 
⭕Ecuador: 39.098 ⭕Colombia: 28.297 ⭕Argentina: 16.851  El resto: https://t.co/MJhZFU1btP HILO: @lilosiete",negativo
"#Urgente: El COE Nacional informa (448) casos confirmados de #Coronavirus en la provincia de #Loja.

A nivel nacional (40,414) infectados con #Covid19 https://t.co/JyQvGJDwQp",negativo
UEES valida utilidad de respiradores artificiales creados por ingenieros de la Espol. ► https://t.co/fJNwLMYg9F https://t.co/sFIi0LuGNc,positivo
"#ATENCIÓN | Los contagios en #Quito aumentan mientras la ciudad vive la nueva normalidad. Entre el 3 y el 5 de junio, registra 196 nuevos casos de #COVIDー19. 
La cifra pasó de 3.842 a 4.038. #Guayas sigue siendo la provincia con más contagios con 14.326. » https://t.co/G0hRwxiSW0 https://t.co/KdMfGI97t5",negativo
"Entre 5% y 8% de pacientes con #COVID19 ingresan a hospital centinela del #Azuay en estado crítico, dice Feicán https://t.co/p1CNj4X9oZ https://t.co/OiFumeGp9p",negativo
"RT @elcomerciocom: #Covid19 | Dos médicos, que tratan pacientes con coronavirus en #Quito, pospusieron su boda por la emergencia » https://…",positivo
"Personal de nuestra institucion, que se encuentra en primera linea en esta emergencia sanitaria, realizo la desinfe… https://t.co/Q6M5lFReyG",positivo 
"Coronavirus: En transporte público se debe fomentar pago electrónico de tarifas, recomienda COE-N | https://t.co/ATNeamyjzt  #Israel 
#EEUU #Chile #Argentina #Colombia #Panamá #Ecuador #España #CoronavirusEc #Coronavirus #GYE #Quito",negativo
" @notimundoec: #NACIONAL | El titular del Ministerio de Telecomunicaciones, Andres Michelena, implemento varios #mecanismos con el fin de,""""",positivo 
